deptID,deptName
9539,User808
1804,User2132
3087,User359
9725,User4872
7522,User1869
5394,User2239
6010,User663
9425,User1706
4413,User4389
8361,User1757
7068,User2946
2105,User1579
3479,User4472
4306,User3914
6265,User1791
6637,User1482
9748,User4996
4820,User1433
8750,User1621
3217,User4253
1737,User2100
4156,User1982
4852,User2292
9693,User1362
6780,User1110
3563,User3940
9395,User2127
5099,User3623
2289,User3207
7607,User4999
6415,User2375
4252,User1291
9795,User1389
6114,User3047
4215,User733
5949,User2152
2686,User4336
3703,User2570
9323,User4754
5815,User4503
4411,User1798
4828,User100
5374,User4691
6402,User4234
9674,User2354
4269,User1075
2738,User2153
9845,User603
4623,User3277
6118,User1995
1424,User1413
3000,User829
1774,User414
3107,User4427
4155,User1536
8400,User72
1000,User781
5669,User1876
7191,User4934
7393,User3290
4737,User1035
2028,User4105
5500,User1832
3116,User456
2766,User734
8797,User737
3424,User1594
3094,User2733
2609,User3388
6796,User2940
3062,User2588
1996,User1451
1163,User3537
3833,User1868
7860,User2667
6614,User721
7794,User4259
6682,User4929
3528,User674
5805,User3678
5814,User2894
6431,User4474
8952,User3432
2544,User2628
4139,User3584
1537,User1865
9552,User4885
9571,User1155
3639,User1942
8221,User1635
9773,User138
6972,User2045
8352,User4244
7672,User3377
1905,User4055
8920,User4389
7681,User3461
3003,User4812
1552,User3500
5698,User1915
9418,User1006
6573,User2151
4568,User1440
8682,User2518
8449,User1222
8244,User4872
7569,User1721
4859,User3565
9927,User135
9185,User4320
2012,User4524
6220,User4814
6130,User2626
1552,User2239
4443,User1142
8516,User4884
7494,User3144
6874,User852
1814,User4015
5109,User4827
1356,User3559
6617,User545
3707,User286
2062,User1679
6634,User2109
6413,User767
5817,User1319
9576,User4716
1334,User4289
2765,User2599
7036,User608
5973,User208
4014,User2581
7355,User2549
7474,User617
4609,User445
1158,User1014
3312,User2820
6804,User942
2290,User2155
3223,User4943
4687,User1131
1435,User3231
7916,User1852
4957,User190
8959,User1925
8325,User2303
7082,User2462
3437,User2045
9904,User3720
7457,User595
2484,User4894
2692,User255
1845,User2570
6752,User3819
2309,User4578
1496,User3000
5817,User4832
6648,User275
9713,User4847
3077,User2902
5701,User2096
1335,User4501
2122,User3244
4873,User430
3796,User3556
8070,User1949
2028,User210
8381,User1444
5629,User4430
3765,User1812
3009,User777
6757,User1955
3801,User1226
2099,User4138
5241,User2463
3045,User723
1278,User128
4781,User2121
8349,User2052
3336,User1648
6000,User446
1600,User4082
6632,User4137
6383,User686
6615,User2725
7146,User1522
4927,User2357
5496,User1002
3114,User3832
9748,User1371
5871,User4063
9366,User1206
4220,User3415
9985,User165
7973,User4354
2770,User446
4580,User4507
5822,User2961
8350,User514
9541,User2668
6360,User907
9927,User1969
3883,User3290
6985,User993
1687,User1419
7234,User3836
5559,User4850
8970,User2158
7119,User753
3970,User1091
5796,User3988
3793,User3016
8943,User1985
6861,User3109
1324,User4443
4322,User863
3643,User3723
3256,User28
8198,User4150
3722,User4866
8846,User782
7152,User3074
7140,User3586
2186,User3694
9604,User2099
1018,User2025
7513,User3738
1099,User276
2227,User4912
5727,User3689
6761,User1299
9635,User270
5203,User706
6492,User4735
2789,User4022
7353,User2868
8146,User2716
6386,User3024
8854,User4896
2504,User1315
4116,User1198
9175,User4554
6407,User1801
8437,User2672
7865,User1745
8482,User1535
3537,User3050
8833,User2202
3516,User1897
6393,User1443
5013,User4562
4223,User1470
5749,User4662
4278,User1178
8286,User1977
3163,User3073
7800,User2464
6058,User344
8075,User2463
3229,User1469
8363,User2384
7138,User3234
1601,User4262
7466,User4589
9457,User3671
8977,User4284
1008,User444
3709,User3312
6282,User4133
6255,User2405
3325,User3772
5972,User590
3212,User3085
2064,User732
8969,User449
6451,User383
6508,User3551
8583,User1446
8241,User2309
3799,User2263
3094,User2269
3250,User4848
8619,User2926
5861,User4966
5197,User3764
4218,User2639
8962,User1954
7416,User2534
5264,User4499
8280,User4675
2028,User1134
1500,User295
7332,User3345
6783,User2579
5997,User2373
7723,User3111
2669,User4061
1880,User392
7333,User1854
6858,User865
3270,User67
5996,User685
4326,User4533
9314,User3439
8873,User3865
4787,User2367
9019,User491
4619,User880
1994,User3068
2015,User3082
8230,User1145
7396,User977
8954,User147
2531,User4184
6612,User4863
6127,User326
8821,User435
4637,User3529
4499,User378
9568,User4070
7730,User1564
6966,User1264
5183,User154
5549,User4823
9885,User3777
1881,User1178
8990,User3532
4388,User3578
5673,User3646
8640,User1965
2792,User1147
6982,User1625
9221,User3565
9222,User4420
3677,User4236
1600,User1538
7990,User1568
6376,User4659
9173,User2530
9722,User1388
3086,User1089
6632,User1904
9680,User1338
3786,User2056
6726,User4529
3760,User512
9526,User3613
2757,User165
5002,User4300
6947,User3708
8842,User786
5997,User3823
5623,User989
5211,User2577
1906,User2727
6453,User1689
8747,User512
2935,User3519
4276,User3806
7377,User1785
7069,User1122
8301,User2316
9459,User3648
5807,User4121
2515,User3575
1742,User163
7705,User1522
1188,User1669
2414,User2017
3862,User446
2139,User4315
3434,User916
6791,User4131
9597,User1442
8087,User4713
5134,User3633
3596,User1309
6892,User1627
8686,User2581
4383,User1028
4503,User233
5244,User2799
9901,User3895
7675,User2546
9278,User4300
6347,User4868
5819,User4352
8032,User2042
1109,User4242
7465,User3094
9776,User899
2691,User4088
6634,User2351
9238,User1022
8434,User1091
1881,User498
5367,User2863
8077,User4967
7893,User3900
8377,User2160
1285,User470
4767,User1872
5802,User2669
1766,User2556
8402,User2798
8362,User4129
2306,User3160
3870,User2786
9862,User3324
5675,User1689
4182,User3964
7841,User166
9534,User1520
9313,User211
9367,User1253
7306,User4987
9996,User4216
1191,User1096
1211,User1793
7292,User1576
1829,User3616
5078,User4046
6113,User4356
4309,User1756
1395,User1649
5576,User2361
6743,User1368
5974,User3273
2846,User430
8323,User4564
5561,User349
1225,User697
2687,User136
1867,User3806
8947,User2199
8378,User3438
1562,User3409
2043,User3645
6076,User4565
8563,User1547
6418,User3733
1617,User1585
6495,User3212
3515,User252
5101,User1032
5882,User1640
1629,User4546
6345,User1599
2395,User4361
5177,User1069
8688,User4084
1143,User2674
1433,User204
9096,User1390
4211,User147
8951,User3814
1980,User416
1203,User2414
6210,User2434
7174,User4630
1766,User4336
9655,User2710
7428,User1151
8561,User1403
4648,User3581
9426,User2639
2723,User4007
2072,User4704
1393,User868
5505,User4366
1459,User3926
6966,User4925
4347,User208
8496,User4266
4656,User4611
9397,User1604
8757,User3821
1721,User4210
1298,User3022
7765,User4658
2265,User115
2416,User4081
9332,User1691
5504,User3371
9754,User274
6015,User1024
1529,User1471
4284,User4233
4284,User2506
2361,User2839
6669,User742
3168,User662
4097,User4726
2586,User4279
7352,User1368
7912,User2998
4872,User4054
7733,User4645
4787,User3267
5223,User3132
9035,User2424
7863,User1128
6136,User3963
3077,User2992
6721,User798
8451,User1727
1676,User830
1274,User1599
1423,User965
1813,User339
9371,User2637
2079,User2069
1662,User1870
6647,User584
7501,User710
8463,User2923
1909,User2547
8252,User2059
7608,User3910
6814,User2337
2241,User823
6363,User1778
9566,User2230
4754,User1792
8933,User791
9736,User743
1848,User1804
8015,User3645
9988,User3730
2482,User2661
2976,User4250
4882,User3703
2798,User2306
2243,User252
1468,User3494
4016,User725
2540,User1112
4526,User1406
1050,User3566
8294,User1788
1217,User3648
4008,User19
6093,User3727
6196,User2805
3641,User1971
2448,User3498
1595,User2086
9792,User664
4853,User3778
1325,User3433
6587,User1441
5040,User4328
9444,User2576
8489,User2724
8083,User87
2455,User4707
5722,User810
5381,User2035
3592,User4215
3109,User4976
1217,User4616
9897,User523
7240,User2913
1501,User2289
2923,User3083
1093,User4854
9219,User3778
4212,User4522
9294,User2997
8259,User701
1102,User3889
5173,User1390
5367,User1427
6960,User3824
1604,User645
4559,User2087
1460,User1537
3676,User4260
5546,User4698
4781,User2680
6102,User2057
1581,User199
5145,User3523
4145,User2967
3441,User4949
7433,User4052
9124,User3542
9468,User2207
2452,User2658
6093,User4137
6113,User4689
6720,User2284
9817,User4466
3955,User417
8798,User3540
9081,User154
8775,User3228
4783,User1358
2887,User3057
1543,User2703
8439,User3116
4715,User1412
3032,User152
1356,User217
2548,User3883
8455,User566
9563,User623
1067,User1942
1583,User39
5624,User2357
5527,User1210
6504,User2777
8545,User3974
5972,User1721
1482,User171
5862,User700
2541,User1665
2254,User4772
5098,User3739
3983,User4920
5804,User780
7992,User3610
2548,User1865
4739,User426
2179,User2027
8081,User1209
4201,User2660
1148,User2366
7112,User979
2243,User4480
3102,User878
1426,User4591
4569,User2967
7188,User4593
1475,User3534
3188,User1163
7878,User3395
3263,User1446
7369,User1694
2030,User623
3520,User545
7055,User1937
6517,User363
3120,User3301
1128,User214
5805,User927
1482,User3605
4174,User1941
8092,User4637
5762,User3459
7381,User1622
4996,User4043
2959,User3110
9546,User2899
4457,User125
5101,User4216
4280,User1778
5155,User3617
7512,User2856
5868,User3774
2796,User1350
1710,User4876
6129,User2679
6144,User159
2064,User42
9989,User3914
6161,User676
4001,User1683
3738,User1279
2151,User2849
8563,User4271
2804,User4971
2058,User2912
3399,User2003
7436,User552
8811,User4016
4766,User1689
7872,User1141
2615,User3560
8485,User1863
9798,User1740
5812,User341
7203,User4815
5602,User4251
3564,User2049
1776,User2459
1596,User4154
4329,User3167
9438,User3869
1917,User2851
9461,User3724
6289,User723
9155,User3393
6178,User3473
8921,User2963
6857,User4457
3830,User408
9786,User4333
3684,User636
1385,User515
2947,User2017
5644,User4253
5622,User4503
7690,User4744
9164,User4080
7259,User2462
9341,User4205
3511,User3155
2046,User1759
5157,User1047
4378,User3953
1766,User1708
7907,User4804
6130,User2783
3568,User2089
7051,User4601
5462,User1367
8625,User4007
5587,User3466
9712,User2702
7455,User1758
7795,User2808
9930,User142
5727,User2798
6574,User3286
8247,User4178
5079,User3862
1463,User3071
8431,User2925
4534,User4745
7814,User4882
1367,User3477
3779,User2113
4675,User4370
4981,User3508
6402,User2377
6891,User3554
6635,User1760
1606,User946
5376,User2733
1741,User2840
1130,User2912
1606,User3646
2276,User1158
5514,User2368
2228,User910
9036,User3494
2613,User1359
3144,User4960
3753,User1678
7285,User2334
4609,User1209
5011,User2490
2517,User2277
7443,User1320
1875,User2573
6521,User74
7956,User2168
7677,User1674
2193,User1490
9342,User3807
2166,User2723
5974,User635
1194,User4879
4178,User3807
5983,User4253
6726,User4706
9040,User4809
7927,User1555
6891,User2539
6234,User4141
7500,User1208
3341,User1018
6535,User1395
3934,User3726
5279,User4605
1124,User3410
7649,User2975
3305,User1786
4070,User1163
8058,User1126
9737,User944
4950,User1784
8649,User2736
3569,User950
8856,User1549
8401,User2148
8955,User1030
6564,User2043
3552,User2913
5444,User2327
9952,User3140
6136,User1513
7248,User4623
8987,User2206
6836,User697
5300,User1413
2941,User445
2737,User384
2106,User893
6960,User3534
6050,User4129
8427,User4358
7084,User2823
4616,User3121
3719,User3374
9525,User963
6162,User3126
6591,User4341
3326,User3825
5478,User386
1938,User2289
5907,User4568
2714,User2060
3058,User400
9735,User871
8184,User3359
1024,User3647
5141,User4913
1177,User416
2974,User2418
8723,User930
1140,User1172
1892,User42
5014,User839
6162,User4560
4062,User4244
8245,User2763
7073,User1795
9245,User2005
7243,User3070
2421,User4023
6320,User3404
3723,User3505
1390,User3996
4255,User263
1422,User1219
8046,User580
6719,User4491
4370,User603
4162,User3413
8653,User3292
6582,User4865
2977,User2307
6627,User1471
4919,User3026
4841,User4414
1711,User1504
9462,User1545
2290,User1018
2381,User4593
9414,User451
4756,User958
8146,User1147
3175,User3804
4513,User1279
1599,User3026
4895,User3783
9187,User610
1231,User3928
8367,User4977
3098,User460
7592,User23
6468,User2313
5909,User4468
5083,User4182
3283,User749
3318,User4339
5593,User829
9956,User2622
1446,User134
6279,User2962
4731,User3726
2585,User4784
7916,User4207
8543,User678
9278,User2488
2307,User1590
1649,User1673
1187,User1388
6490,User4076
6141,User2121
3978,User819
2260,User4347
6283,User3193
9240,User612
1540,User1671
6355,User1095
8876,User2574
1543,User2920
3041,User1043
8584,User3180
5019,User1615
8555,User692
9650,User4169
7361,User3631
9515,User3976
9112,User3366
4941,User1182
5821,User773
4952,User4497
1876,User2575
5875,User3693
4563,User850
1589,User2780
5461,User1828
1731,User2810
6266,User207
5505,User4836
1906,User436
2190,User2786
3309,User1916
3507,User811
3737,User2367
3312,User3786
3035,User255
7194,User3945
2303,User2734
6536,User2503
3843,User2256
1369,User972
8588,User2015
2957,User4377
8774,User4008
1992,User618
8259,User1000
4253,User3824
9934,User2006
1044,User1309
6890,User1116
5484,User1397
2121,User465
6227,User135
1441,User2526
4276,User4377
7444,User241
4506,User2258
5595,User3214
8023,User525
2278,User1366
1395,User4792
4696,User1408
8960,User4964
6128,User1690
5527,User3144
2103,User1138
5444,User166
9869,User3220
2738,User3426
4140,User357
2508,User4463
7332,User2456
4817,User1532
6597,User1210
7126,User4948
9786,User2157
8577,User421
4904,User3302
6451,User1326
6208,User3138
7461,User3594
4369,User1325
2762,User4121
2378,User195
5621,User3155
2031,User2328
2128,User3531
3093,User1978
2435,User3880
4870,User892
2121,User1353
3601,User2767
7107,User239
4319,User4155
9059,User3668
8888,User874
8879,User3182
8748,User1311
2762,User2974
7863,User2866
3693,User3682
7426,User3269
4418,User3452
9057,User2401
9323,User1191
7778,User1361
1384,User639
4476,User1057
4256,User4400
3210,User1947
1822,User1141
7030,User369
9259,User1518
6422,User38
5669,User1841
8587,User3258
7617,User824
3946,User2245
3772,User2596
3745,User3400
8745,User2247
7275,User2450
4002,User4258
9972,User3288
1506,User874
6524,User793
2620,User4791
5492,User3576
4029,User620
3662,User1215
4148,User1157
1812,User82
8362,User2011
3990,User2126
7110,User2426
2743,User2752
8622,User2835
9608,User375
5348,User1348
1206,User981
9573,User3672
9022,User1738
3246,User4958
1946,User2860
2748,User1828
6192,User4361
6322,User4510
6144,User3989
3759,User818
5426,User3567
8568,User4914
9706,User2717
1970,User3925
1017,User3577
1468,User4594
7719,User643
3419,User3512
8318,User3877
4465,User4434
6456,User1224
9983,User4102
5466,User152
1779,User949
8558,User543
4323,User4096
2458,User219
4011,User3096
5517,User2662
6522,User1411
3230,User1624
8655,User2588
6378,User2170
3757,User2612
7815,User2491
5926,User472
7456,User830
1115,User1286
5549,User553
8191,User2054
1073,User3295
3339,User2264
4550,User725
9918,User2501
3146,User1282
1522,User1418
3726,User4004
1536,User3594
9231,User3388
1104,User1296
4928,User4600
3724,User2653
2961,User4932
9258,User4929
1178,User277
5619,User394
5118,User1711
2818,User3379
4848,User3155
1618,User1295
3022,User3308
2406,User3997
3341,User4263
7390,User2088
9807,User4217
7235,User4002
1456,User1964
7122,User435
4720,User4944
7820,User2176
9420,User4318
6975,User580
5480,User2633
6845,User954
7159,User1499
2318,User1324
3801,User2529
9082,User1553
6977,User4045
2088,User1982
5518,User4736
6799,User3681
1571,User4348
7588,User4963
6815,User746
8511,User4368
3171,User4566
2281,User2100
8893,User950
7795,User3207
6287,User4053
7929,User1979
9848,User1580
1312,User1033
9975,User1112
1339,User2431
4713,User1083
9867,User4925
1210,User4943
7079,User3097
5847,User298
5584,User2955
4770,User866
9159,User1259
3812,User312
5393,User2667
8255,User2793
9402,User3729
6535,User2503
8292,User4122
2647,User3729
1079,User4319
6762,User1769
2910,User3229
2323,User4168
9234,User3731
8414,User2568
2285,User2233
1383,User1712
3831,User3323
3573,User4292
7614,User2883
9431,User4866
2593,User4444
6237,User4421
2321,User1774
1814,User1574
5291,User992
9754,User565
4900,User3024
9353,User2123
2848,User2983
5692,User3239
5907,User1071
1094,User4145
3891,User4134
6501,User4516
9342,User1970
7908,User1104
7664,User4940
8827,User4997
6895,User2921
9365,User417
9789,User4060
8406,User2052
8526,User812
6075,User1159
4327,User83
2416,User2819
2753,User3744
6152,User1948
5855,User3064
2697,User283
6048,User3555
6543,User2752
4524,User674
5092,User1397
9125,User3703
4681,User425
3516,User4878
6520,User1891
8033,User2863
6042,User2723
3526,User2971
6377,User111
4448,User4811
8157,User1691
6653,User3179
8623,User3786
9230,User2889
8023,User2415
2671,User3109
4272,User4925
4692,User987
8596,User2223
1953,User3636
9527,User3732
4619,User2684
6153,User3090
4342,User3798
5296,User3148
3814,User2601
4261,User386
6253,User1963
3653,User2655
5532,User1587
4202,User2605
4964,User4514
2692,User4013
7990,User1081
1992,User235
9426,User1032
1042,User3331
6518,User4233
7854,User715
1429,User2998
6916,User4159
8297,User1177
4159,User4922
9691,User274
8806,User707
9872,User1159
2227,User3851
4527,User244
8335,User4923
7256,User1968
1890,User4533
4130,User1539
3779,User3792
9099,User713
8736,User2017
4597,User1516
1086,User2623
5488,User370
4204,User1110
4999,User2833
7389,User4823
7443,User2035
2724,User3364
4018,User141
4754,User3950
2718,User4022
3430,User4719
6478,User3779
1478,User4476
2106,User4577
4837,User1473
7226,User950
9534,User1643
4881,User3275
1257,User1108
6500,User3198
7803,User3734
5016,User43
7208,User1325
7931,User433
7846,User988
9025,User4044
1984,User1817
3709,User4739
3097,User2596
9763,User1378
9131,User3013
3720,User1008
8740,User4829
7349,User1901
5182,User1417
9519,User162
9059,User4508
2729,User2241
4803,User1481
2624,User1555
5114,User545
1381,User2178
5124,User439
3820,User2980
6020,User3182
7006,User2124
9588,User1864
2636,User4377
6529,User4458
9827,User2833
5197,User2595
4465,User3771
4495,User4559
3209,User4880
6116,User3564
5194,User1626
8283,User2718
4009,User3191
3137,User2086
4087,User2174
2072,User4995
8148,User4650
4571,User4043
6817,User1442
1547,User4062
9984,User1504
8951,User3204
6279,User3667
5827,User1130
5325,User3665
9232,User841
7118,User313
3719,User453
3008,User1243
7918,User1505
3470,User563
5012,User1874
3992,User3233
4522,User1097
1737,User1116
4277,User108
6666,User3355
2879,User292
2141,User2418
2521,User4698
2433,User1685
4887,User4077
6174,User877
7593,User3408
7432,User861
7419,User3979
4454,User1505
9277,User1345
9614,User116
7846,User1912
5527,User2944
2777,User2136
3477,User4316
7793,User3440
4663,User2764
6822,User3608
1450,User4828
6205,User3106
6445,User1839
2969,User4655
9094,User2674
5703,User838
4403,User2584
9302,User4141
2962,User1881
4663,User413
7156,User4651
4357,User4607
2395,User4482
8291,User1849
2517,User2378
5919,User567
8724,User2693
9676,User3788
9091,User2122
4361,User1031
9368,User1590
1980,User1396
8718,User913
4032,User2062
1635,User3796
3139,User4586
9826,User883
8203,User3444
5156,User1474
7556,User3059
4705,User4021
4921,User4810
4126,User4989
6512,User2497
7299,User222
6009,User1913
5930,User4518
4744,User716
2161,User4963
1875,User4331
7384,User509
1108,User749
4968,User2538
9100,User3643
3382,User520
5483,User3252
1903,User4713
5358,User1414
1447,User3996
6874,User3670
6118,User1252
5638,User3839
2148,User3020
1262,User4161
7858,User4433
5072,User2607
2113,User4972
5612,User1209
8027,User4023
8520,User3517
8068,User630
3979,User4348
9560,User380
9657,User2437
5567,User2865
5425,User2194
1575,User3601
7554,User4138
1633,User1367
7215,User4176
8110,User4015
6221,User224
4826,User1165
7656,User3142
3670,User663
6519,User3499
2046,User1281
8125,User4021
3157,User3989
1695,User4047
6932,User4498
3455,User4325
9432,User16
3286,User4212
8016,User1314
1315,User725
1411,User4064
3711,User3957
8050,User3421
2333,User2517
6441,User4347
7877,User3310
1735,User3962
8773,User487
1386,User408
1896,User1981
5095,User1780
3924,User1660
7720,User2319
4592,User1269
5079,User2676
9904,User4155
6899,User449
7345,User304
8024,User2988
6066,User3368
3208,User3249
1650,User2300
2349,User181
7598,User2467
4640,User2371
4843,User546
4803,User1801
1576,User3969
1588,User948
1505,User4717
5100,User1649
5577,User2841
9150,User734
4215,User1473
9547,User2552
6302,User1157
9435,User4280
1317,User1055
4862,User4196
7207,User4913
4617,User361
6541,User1134
5477,User2038
1517,User3115
5450,User3222
9580,User1364
7458,User2877
6478,User29
3550,User3695
2123,User941
7293,User4583
4011,User1610
3786,User415
2015,User3047
6219,User2447
1120,User4082
9860,User66
1488,User2875
3476,User4606
7793,User1299
6245,User81
3191,User4447
3009,User757
8583,User2916
1109,User2392
6421,User2871
4937,User2407
9936,User4731
1260,User4954
5755,User4265
9631,User4420
5947,User2999
2191,User4954
1582,User124
3687,User660
9696,User4177
8876,User3140
3808,User1730
8592,User324
8641,User1382
2995,User287
4252,User1707
8824,User4956
3407,User4378
2343,User1553
2526,User4069
9563,User344
1334,User1749
5710,User2076
9965,User4402
2239,User1726
7199,User1845
5656,User1123
5192,User3952
3593,User325
9852,User3151
6488,User2439
5738,User3907
2760,User4834
6819,User395
9177,User181
3557,User2471
1236,User4020
7509,User1172
7198,User2695
9126,User665
6473,User3043
3102,User1357
4224,User2082
7124,User4629
9267,User2073
9536,User4537
5825,User4571
2901,User796
2653,User129
7769,User4719
7075,User3826
7275,User3402
6925,User4865
3814,User3708
6440,User1487
4669,User2087
4289,User2758
6526,User4176
7301,User4448
2223,User2971
9240,User1072
8566,User1601
6690,User2846
8250,User3623
1793,User2469
8704,User3483
1390,User4936
5282,User4556
6283,User708
9329,User1631
3313,User2175
6653,User1819
9146,User3969
7104,User3038
4751,User2803
9727,User495
7237,User2202
5500,User835
8437,User4665
2810,User4117
8554,User1225
4010,User4392
9936,User3419
3659,User4437
9204,User4638
1882,User1029
6128,User3343
9395,User4283
1956,User2166
6549,User2217
4688,User1271
5219,User3314
2867,User2963
1045,User907
6274,User4946
7429,User871
9046,User2831
5903,User1224
9531,User1729
4355,User1348
2720,User4662
5018,User153
3949,User2560
3261,User3927
6933,User248
8900,User1794
4930,User3560
8854,User4812
7473,User2674
5866,User3228
1134,User1289
1471,User3425
4474,User235
3696,User915
1786,User1280
2284,User363
4424,User447
6917,User292
7869,User3256
5486,User189
5764,User566
7679,User4963
4227,User4177
1361,User450
6553,User857
9887,User3173
5429,User2651
4927,User1540
2933,User2213
9611,User4265
1530,User4814
1075,User4294
5297,User4934
5625,User4005
2176,User3257
7438,User1860
1571,User1999
1316,User3591
4513,User2254
2652,User485
8143,User491
5372,User4365
1234,User1767
7371,User2762
2280,User55
8693,User588
3998,User786
1204,User2850
4900,User2495
6135,User2647
8940,User4972
6216,User835
4221,User4553
8163,User3874
8732,User1433
9228,User2745
3499,User192
7842,User1246
5773,User3612
1771,User1056
8913,User3894
8039,User1515
7517,User436
6973,User2556
7114,User4767
5181,User1542
3175,User1914
6241,User675
1291,User501
5722,User3983
6678,User3112
1434,User445
2242,User3683
8997,User2404
8443,User4374
3573,User1225
5460,User4107
8131,User438
2027,User2550
6880,User1624
1276,User607
3310,User1227
1952,User1500
4953,User1855
8683,User3169
9813,User4647
4027,User3300
7718,User4734
2638,User1964
6399,User1087
3167,User503
9430,User785
3131,User1019
2541,User2560
1858,User4522
2083,User119
8912,User4666
5833,User1382
8115,User4342
5637,User3318
9797,User3157
5767,User2540
3384,User4300
9666,User2914
6898,User4439
2324,User912
1498,User4708
8740,User525
4438,User236
5339,User991
4100,User292
3843,User2607
5897,User103
4348,User3615
3031,User4038
2496,User2904
9633,User3099
5002,User2304
1607,User1065
8769,User3625
2191,User1953
8238,User4234
6702,User1557
1647,User4965
6658,User3403
7891,User2272
9860,User4756
1244,User2992
5353,User3808
3880,User3306
1903,User1839
1507,User1891
5727,User1503
3679,User4505
4752,User3216
5288,User858
1583,User1114
7640,User1781
1500,User939
4402,User1824
4532,User477
7550,User1097
9547,User1808
4479,User4708
8830,User3112
4352,User4187
8848,User1932
8888,User2666
6089,User4839
8635,User1596
5293,User559
9783,User4276
4956,User215
1082,User3454
5410,User1350
2370,User4269
1021,User4053
1203,User4570
7230,User1142
8010,User3251
7444,User3833
9450,User1735
2723,User2199
8269,User4510
9167,User4342
6681,User2138
5008,User2134
6483,User546
1661,User2022
8786,User3980
8554,User4767
6353,User3508
3240,User4004
3313,User999
8337,User2022
9190,User3773
7555,User1914
5378,User4688
4883,User1255
1404,User824
2298,User1764
4842,User3879
9132,User4155
3447,User2143
6417,User4468
1118,User4978
6827,User4006
5432,User2010
8756,User3483
6880,User1388
6520,User1514
8451,User1217
6865,User1764
2782,User3478
4774,User2001
2064,User3914
1417,User2547
9876,User1688
9683,User2360
7524,User2643
1222,User4786
4166,User3234
9308,User3091
4786,User4364
1646,User4370
1224,User1925
6826,User2557
1775,User574
3075,User3385
9796,User3905
3055,User602
3804,User4716
9028,User3456
9310,User921
1979,User1535
7695,User533
2037,User3004
3436,User4763
6556,User3849
1238,User3542
8760,User456
7089,User3941
1508,User3620
4809,User3214
4621,User2496
7072,User2171
9415,User3803
6725,User3255
9057,User3472
8091,User4267
9316,User2293
4717,User894
3888,User3149
6552,User1586
8456,User1750
5988,User2554
5421,User3740
4683,User1287
6979,User1070
3649,User2841
4166,User4388
9316,User3159
6563,User478
8028,User1085
9543,User1736
6437,User1617
3275,User1249
1195,User4339
5386,User3829
8828,User628
6012,User861
9061,User532
6130,User359
9196,User1502
5491,User4527
5577,User1930
3442,User2169
6079,User2716
8530,User347
1122,User1882
6715,User1180
2515,User1053
7061,User1554
3679,User2009
7410,User71
5288,User1875
1641,User2279
2104,User2682
1631,User1788
9412,User1173
5064,User487
7764,User2183
7408,User4008
7883,User1793
2338,User2719
9533,User3500
2613,User2699
8525,User4374
3667,User4692
2030,User2652
5318,User4185
7530,User963
3341,User370
8529,User4937
2758,User2694
7542,User1854
9050,User4143
9370,User490
4810,User566
1477,User4332
6525,User3927
1515,User1244
1326,User3551
6273,User70
6189,User2516
4558,User2335
7681,User2786
2968,User1749
5583,User3743
9290,User4396
7326,User4966
9232,User1840
3840,User478
4594,User1153
4043,User1192
1821,User3749
3751,User392
6276,User3124
3875,User3394
5568,User1870
3019,User1622
1701,User4063
2623,User1506
4196,User3257
6495,User763
2590,User827
7717,User3229
5605,User1883
9129,User511
3006,User4134
8263,User1449
8664,User4089
3058,User4403
7835,User2737
4723,User2428
2452,User293
6265,User1829
5544,User3291
1966,User1388
1647,User1239
1741,User4396
3350,User525
6268,User1474
5048,User2606
7252,User1126
6764,User4904
3024,User3126
9703,User2421
7676,User3467
6556,User103
8112,User716
8934,User3166
1921,User3367
1950,User1672
8161,User1958
2463,User1988
2851,User3220
9354,User465
7536,User221
4935,User1693
6679,User3684
2094,User3007
9994,User1985
2724,User2447
4771,User1414
5887,User537
8556,User525
4929,User180
9445,User2143
8420,User4228
4901,User1019
8759,User1569
8156,User3417
7790,User3357
6361,User3955
2408,User2138
1116,User4009
9878,User2454
5497,User761
3027,User2625
9523,User1605
2319,User2462
3956,User803
2337,User2739
4850,User3384
5805,User2496
7247,User11
5714,User1451
9612,User1136
9004,User3168
7421,User2230
9215,User3324
6335,User3897
6170,User2081
3662,User3281
5673,User1087
6768,User3054
5153,User3749
8317,User1385
9482,User1413
2584,User4053
7364,User1339
9121,User4151
1833,User3422
3263,User2604
1894,User4149
7789,User435
3481,User3503
3663,User4764
4865,User2728
6672,User3635
9668,User389
4669,User4723
8066,User2204
3155,User586
1890,User4863
3336,User426
3297,User4291
5590,User2654
6692,User2600
9684,User3294
6939,User3705
5253,User2736
6901,User3549
3459,User1547
1341,User1621
3255,User1636
1273,User2406
4140,User769
3302,User3564
5401,User4956
2943,User2222
8423,User4770
3522,User3681
6349,User2378
7283,User4360
8803,User845
4276,User3052
2131,User988
9029,User1709
5892,User1317
4853,User2170
2280,User4991
3975,User2962
7370,User970
8584,User4526
1326,User2291
3516,User526
1905,User4243
5962,User3774
6027,User1422
4042,User3309
6087,User925
8005,User3002
6926,User2065
3088,User2222
4638,User3262
9385,User4628
6983,User622
9863,User2582
3769,User814
6080,User682
6067,User751
9375,User3842
6023,User3340
9547,User4881
5476,User1285
9931,User592
2295,User1499
2814,User1036
5812,User3192
8393,User4179
4619,User1311
2101,User131
1765,User2656
7352,User4631
5085,User1999
9366,User287
7664,User2270
3256,User686
2451,User2129
